DBUID,CSDUID,CSDNAME,CMAUID,CMANAME,PRUID,PRNAME,acs_idx_hf,acs_idx_emp,acs_idx_srf,acs_idx_psef,acs_idx_ef,acs_lvl_gs-1,acs_lvl_gs-3,acs_lvl_gs-5,acs_idx_caf
35200002001,3520005,Toronto,535.0,Toronto,35,ON,0.086102467,0.18672855,0.066654253,0.016697234,0.258323719,24.0,26.0,29.0,0.048206253
35200002002,3520005,Toronto,535.0,Toronto,35,ON,0.081023556,0.178557102,0.063331558,0.016131281,0.24667424,25.0,27.0,30.0,0.045842608
35200002003,3520005,Toronto,535.0,Toronto,35,ON,0.099723821,0.211594459,0.076551582,0.017896697,0.2860055,22.0,24.0,28.0,0.054446402
35200003001,3520005,Toronto,535.0,Toronto,35,ON,0.075469802,0.169647775,0.058981619,0.013188593,0.233230807,27.0,28.0,31.0,0.042437596
35200004001,3520005,Toronto,535.0,Toronto,35,ON,0.090850629,0.196590078,0.069605946,0.017116679,0.26795121,24.0,25.0,29.0,0.04950907
35200004002,3520005,Toronto,535.0,Toronto,35,ON,0.089092025,0.193392748,0.068740312,0.017026618,0.26942155,24.0,26.0,30.0,0.048240004
35200005001,3520005,Toronto,535.0,Toronto,35,ON,0.10058199,0.213957629,0.078359969,0.018242306,0.293107824,22.0,24.0,28.0,0.055083783
35200005002,3520005,Toronto,535.0,Toronto,35,ON,0.101969851,0.215254772,0.080797988,0.018517039,0.296728297,21.0,23.0,26.0,0.058382711
35200006001,3520005,Toronto,535.0,Toronto,35,ON,0.085369488,0.186434321,0.066420717,0.016697234,0.258261583,24.0,26.0,29.0,0.048072915
35200007001,3520005,Toronto,535.0,Toronto,35,ON,0.094070429,0.202007603,0.075700676,0.017917754,0.281551392,22.0,25.0,26.0,0.055825582
35200007002,3520005,Toronto,535.0,Toronto,35,ON,0.098308426,0.208719409,0.07896011,0.018546384,0.29114447,21.0,25.0,25.0,0.058793798
35200009001,3520005,Toronto,535.0,Toronto,35,ON,0.115421479,0.233930214,0.093928666,0.020972828,0.331168489,17.0,19.0,24.0,0.071620582
35200010001,3520005,Toronto,535.0,Toronto,35,ON,0.118798602,0.239928535,0.097922404,0.021079835,0.339140024,16.0,19.0,23.0,0.07591276
35200010002,3520005,Toronto,535.0,Toronto,35,ON,0.11698843,0.234668658,0.096982746,0.020861212,0.333841615,16.0,19.0,23.0,0.075126423
35200012001,3520005,Toronto,535.0,Toronto,35,ON,0.11766724,0.232534448,0.096286293,0.021137712,0.325412222,18.0,20.0,21.0,0.071382647
35200012002,3520005,Toronto,535.0,Toronto,35,ON,0.123926812,0.238127838,0.099455514,0.02247352,0.328433367,16.0,17.0,21.0,0.072478377
35200012003,3520005,Toronto,535.0,Toronto,35,ON,0.116502652,0.229334925,0.095194414,0.022183155,0.316619417,16.0,17.0,21.0,0.069567988
35200013001,3520005,Toronto,535.0,Toronto,35,ON,0.110571088,0.22128366,0.090691972,0.020861212,0.308067392,18.0,18.0,22.0,0.067295186
35200013003,3520005,Toronto,535.0,Toronto,35,ON,0.106153984,0.212926545,0.087170342,0.020704845,0.299223055,18.0,19.0,23.0,0.064870633
35200018003,3520005,Toronto,535.0,Toronto,35,ON,0.137438262,0.260863113,0.112549709,0.027146787,0.354773087,10.0,18.0,20.0,0.083157169
35200028001,3520005,Toronto,535.0,Toronto,35,ON,0.130259516,0.245629351,0.103775828,0.022175554,0.337695837,14.0,20.0,21.0,0.075671866
35200028003,3520005,Toronto,535.0,Toronto,35,ON,0.110652704,0.216705064,0.088716996,0.020421249,0.301509728,18.0,21.0,23.0,0.064724868
35200028004,3520005,Toronto,535.0,Toronto,35,ON,0.114300008,0.223510651,0.091111473,0.021879312,0.308524979,16.0,19.0,24.0,0.066147366
35200028006,3520005,Toronto,535.0,Toronto,35,ON,0.128332686,0.246203776,0.103887355,0.026426486,0.333502102,14.0,15.0,21.0,0.075307219
35200028007,3520005,Toronto,535.0,Toronto,35,ON,0.116016691,0.225566182,0.092444479,0.022350687,0.311559414,16.0,17.0,23.0,0.067380433
35200028008,3520005,Toronto,535.0,Toronto,35,ON,0.121734249,0.234228489,0.097018686,0.022646929,0.32095048,15.0,18.0,23.0,0.070616281
35200028009,3520005,Toronto,535.0,Toronto,35,ON,0.127173108,0.244485944,0.102750202,0.025921455,0.331521876,14.0,16.0,21.0,0.074706088
35200028010,3520005,Toronto,535.0,Toronto,35,ON,0.123435111,0.23847627,0.100281693,0.023639874,0.325123552,15.0,15.0,21.0,0.072760535
35200029002,3520005,Toronto,535.0,Toronto,35,ON,0.128522304,0.245262201,0.10291837,0.023261985,0.336195519,14.0,17.0,21.0,0.074547655
35200029003,3520005,Toronto,535.0,Toronto,35,ON,0.116127952,0.224999158,0.092422733,0.021137712,0.311565183,17.0,21.0,23.0,0.067285202
35200029004,3520005,Toronto,535.0,Toronto,35,ON,0.124187653,0.237368474,0.098792557,0.022646929,0.32626174,15.0,17.0,22.0,0.071935431
35200030001,3520005,Toronto,535.0,Toronto,35,ON,0.107212417,0.215136467,0.088553824,0.020704845,0.303132155,18.0,19.0,22.0,0.065255939
35200030002,3520005,Toronto,535.0,Toronto,35,ON,0.101856357,0.205786944,0.084014466,0.022513801,0.28828171,16.0,19.0,23.0,0.061109271
35200031001,3520005,Toronto,535.0,Toronto,35,ON,0.111748913,0.224882774,0.092585873,0.02131661,0.317133962,19.0,19.0,22.0,0.069215465
35200032001,3520005,Toronto,535.0,Toronto,35,ON,0.120666066,0.240196546,0.102198331,0.023911234,0.3435003,15.0,18.0,23.0,0.078999482
35200032002,3520005,Toronto,535.0,Toronto,35,ON,0.120536699,0.23986859,0.1021837,0.023911234,0.342849973,15.0,19.0,23.0,0.078683715
35200033001,3520005,Toronto,535.0,Toronto,35,ON,0.147696581,0.278480466,0.125411164,0.029632077,0.385475026,0.0,10.0,21.0,0.093073409
35200034002,3520005,Toronto,535.0,Toronto,35,ON,0.12734549,0.24957433,0.109190831,0.027784505,0.345773854,7.0,12.0,24.0,0.082923893
35200034007,3520005,Toronto,535.0,Toronto,35,ON,0.134018707,0.259305704,0.114732717,0.027874565,0.360149385,5.0,10.0,23.0,0.08671577
35200035002,3520005,Toronto,535.0,Toronto,35,ON,0.126201521,0.248105674,0.106366297,0.027967337,0.340167739,10.0,13.0,22.0,0.077160468
35200035003,3520005,Toronto,535.0,Toronto,35,ON,0.131415845,0.257306562,0.109322375,0.029150239,0.355664947,10.0,12.0,20.0,0.080397704
35200035004,3520005,Toronto,535.0,Toronto,35,ON,0.124428195,0.245561336,0.102389144,0.025976661,0.336693903,13.0,15.0,21.0,0.075199853
35200035005,3520005,Toronto,535.0,Toronto,35,ON,0.116317521,0.233366033,0.097135333,0.024516459,0.323872997,12.0,14.0,22.0,0.070797335
35200035006,3520005,Toronto,535.0,Toronto,35,ON,0.163557679,0.299089756,0.135632577,0.034715184,0.409985748,5.0,10.0,17.0,0.099986289
35200036001,3520005,Toronto,535.0,Toronto,35,ON,0.131841116,0.257819788,0.108565245,0.028821921,0.350921431,13.0,14.0,20.0,0.07975074
35200036002,3520005,Toronto,535.0,Toronto,35,ON,0.141806487,0.271137326,0.115562931,0.032403152,0.36567539,12.0,15.0,18.0,0.085131771
35200037002,3520005,Toronto,535.0,Toronto,35,ON,0.122452574,0.238386564,0.101385495,0.027447521,0.329147941,13.0,16.0,21.0,0.074193705
35200037003,3520005,Toronto,535.0,Toronto,35,ON,0.113763449,0.223396743,0.09266798,0.02358018,0.308279525,14.0,18.0,21.0,0.0677
35200037004,3520005,Toronto,535.0,Toronto,35,ON,0.115531262,0.22573179,0.09406842,0.02412127,0.313802884,14.0,18.0,20.0,0.068443895
35200037005,3520005,Toronto,535.0,Toronto,35,ON,0.131297091,0.255102466,0.107057123,0.030085943,0.347033225,14.0,17.0,19.0,0.078950272
35200039001,3520005,Toronto,535.0,Toronto,35,ON,0.116543948,0.232129049,0.093453318,0.024765981,0.320157426,18.0,18.0,20.0,0.07013615
35200039002,3520005,Toronto,535.0,Toronto,35,ON,0.129536083,0.253652551,0.105935704,0.029978936,0.346138277,15.0,17.0,19.0,0.077437845
35200039003,3520005,Toronto,535.0,Toronto,35,ON,0.150613506,0.28324582,0.122469125,0.033652809,0.384290143,12.0,15.0,17.0,0.091480293
35200041002,3520005,Toronto,535.0,Toronto,35,ON,0.135312893,0.259191044,0.110288303,0.031054476,0.354064428,14.0,17.0,18.0,0.082425602
35200041003,3520005,Toronto,535.0,Toronto,35,ON,0.146031302,0.272220678,0.118520038,0.034756481,0.370764973,9.0,15.0,17.0,0.089199653
35200041006,3520005,Toronto,535.0,Toronto,35,ON,0.153566709,0.283129461,0.124924687,0.035975884,0.383233034,9.0,14.0,16.0,0.093925592
35200042002,3520005,Toronto,535.0,Toronto,35,ON,0.151094958,0.278308277,0.122999176,0.032172372,0.376223226,7.0,14.0,18.0,0.095191897
35200042005,3520005,Toronto,535.0,Toronto,35,ON,0.161210697,0.297648201,0.132861549,0.034876628,0.403692207,9.0,12.0,17.0,0.098864136
35200042006,3520005,Toronto,535.0,Toronto,35,ON,0.155412117,0.283158822,0.125722499,0.032272249,0.382780939,0.0,14.0,18.0,0.09513289
35200043001,3520005,Toronto,535.0,Toronto,35,ON,0.160070829,0.292696407,0.130717041,0.034851405,0.396562389,2.0,13.0,18.0,0.0986133
35200043002,3520005,Toronto,535.0,Toronto,35,ON,0.14161154,0.265840421,0.115790323,0.03108189,0.359148016,8.0,15.0,19.0,0.08917252
35200043009,3520005,Toronto,535.0,Toronto,35,ON,0.167892398,0.303898069,0.141058668,0.039533049,0.394890118,17.0,21.0,23.0,0.103798326
35200043010,3520005,Toronto,535.0,Toronto,35,ON,0.203705528,0.352181181,0.169449883,0.050389674,0.457136271,15.0,15.0,17.0,0.130114964
35200043011,3520005,Toronto,535.0,Toronto,35,ON,0.130701961,0.248102028,0.107350934,0.029675078,0.333947621,7.0,18.0,21.0,0.080000954
35200043012,3520005,Toronto,535.0,Toronto,35,ON,0.160139247,0.290912815,0.132642348,0.036760025,0.38354703,14.0,16.0,22.0,0.104715439
35200043013,3520005,Toronto,535.0,Toronto,35,ON,0.196754831,0.344674092,0.16289425,0.045607792,0.447703153,13.0,17.0,19.0,0.121661373
35200044001,3520005,Toronto,535.0,Toronto,35,ON,0.1419248,0.263199835,0.115343464,0.033285358,0.349850921,15.0,19.0,21.0,0.10081023
35200046002,3520005,Toronto,535.0,Toronto,35,ON,0.163423328,0.296289313,0.135660209,0.039241997,0.390867451,1.0,19.0,19.0,0.100877831
35200046003,3520005,Toronto,535.0,Toronto,35,ON,0.171452864,0.307964112,0.142211167,0.04061877,0.404824254,0.0,19.0,19.0,0.10591725
35200046004,3520005,Toronto,535.0,Toronto,35,ON,0.198049833,0.345007613,0.163947486,0.047149893,0.451301415,7.0,15.0,16.0,0.121445897
35200047001,3520005,Toronto,535.0,Toronto,35,ON,0.190044649,0.338048564,0.153355638,0.040787872,0.432005027,13.0,20.0,20.0,0.11280622
35200047002,3520005,Toronto,535.0,Toronto,35,ON,0.190425767,0.3360643,0.156380132,0.045737069,0.436966136,9.0,16.0,16.0,0.116591071
35200048001,3520005,Toronto,535.0,Toronto,35,ON,0.17415945,0.316745026,0.141615796,0.039198039,0.406894989,10.0,21.0,21.0,0.103418524
35200049001,3520005,Toronto,535.0,Toronto,35,ON,0.159393249,0.294258051,0.131311983,0.037229733,0.380545135,7.0,22.0,22.0,0.095474068
35200049002,3520005,Toronto,535.0,Toronto,35,ON,0.189135299,0.340754832,0.152603078,0.03830241,0.42752436,14.0,19.0,21.0,0.108673554
35200049003,3520005,Toronto,535.0,Toronto,35,ON,0.170960387,0.314283258,0.139197085,0.037650582,0.40127807,12.0,21.0,22.0,0.099512081
35200050002,3520005,Toronto,535.0,Toronto,35,ON,0.152482178,0.28381582,0.127752399,0.03470678,0.373335214,8.0,19.0,22.0,0.09269067
35200050005,3520005,Toronto,535.0,Toronto,35,ON,0.152280692,0.27835445,0.122678952,0.033112376,0.370255435,9.0,22.0,23.0,0.088148303
35200051001,3520005,Toronto,535.0,Toronto,35,ON,0.138030733,0.2599786,0.112252529,0.030703233,0.342697037,13.0,19.0,26.0,0.079553603
35200051002,3520005,Toronto,535.0,Toronto,35,ON,0.131934701,0.252903196,0.108356275,0.030934778,0.330648828,11.0,21.0,26.0,0.079292005
35200052001,3520005,Toronto,535.0,Toronto,35,ON,0.129674705,0.245537639,0.106229291,0.03062581,0.329997006,12.0,21.0,25.0,0.077913753
35200053001,3520005,Toronto,535.0,Toronto,35,ON,0.14687056,0.270459411,0.120655971,0.035728203,0.36533519,11.0,19.0,20.0,0.089126806
35200054001,3520005,Toronto,535.0,Toronto,35,ON,0.155486909,0.281734258,0.128547974,0.036981698,0.380636149,10.0,18.0,19.0,0.094216662
35200055001,3520005,Toronto,535.0,Toronto,35,ON,0.132662504,0.249491133,0.106833428,0.03062581,0.337003823,14.0,17.0,22.0,0.078849517
35200055002,3520005,Toronto,535.0,Toronto,35,ON,0.12099979,0.235105655,0.0984758,0.026888031,0.315716312,17.0,22.0,23.0,0.073201675
35200055003,3520005,Toronto,535.0,Toronto,35,ON,0.126446192,0.241945522,0.102688206,0.027645585,0.327822963,16.0,21.0,22.0,0.075702721
35200056001,3520005,Toronto,535.0,Toronto,35,ON,0.112180327,0.229495614,0.083284288,0.025748607,0.290408857,1.0,1.0,1.0,0.055348513
35200056002,3520005,Toronto,535.0,Toronto,35,ON,0.135261396,0.260020429,0.104083239,0.030380344,0.33655171,10.0,10.0,10.0,0.07178443
35200056003,3520005,Toronto,535.0,Toronto,35,ON,0.107362083,0.220208507,0.080505217,0.026070621,0.282005778,3.0,3.0,3.0,0.054476105
35200056004,3520005,Toronto,535.0,Toronto,35,ON,0.137993847,0.262646182,0.106449399,0.030984292,0.34247271,11.0,11.0,11.0,0.073548406
35200057001,3520005,Toronto,535.0,Toronto,35,ON,0.126349887,0.245871057,0.097313094,0.029609949,0.324195209,17.0,17.0,17.0,0.06986042
35200058001,3520005,Toronto,535.0,Toronto,35,ON,0.121520581,0.237797183,0.094144678,0.029296804,0.314209821,16.0,16.0,16.0,0.06756055
35200062001,3520005,Toronto,535.0,Toronto,35,ON,0.167668364,0.310001981,0.126734756,0.035303517,0.390999064,16.0,17.0,17.0,0.085212805
35200062002,3520005,Toronto,535.0,Toronto,35,ON,0.164967753,0.304695557,0.125173485,0.0350225,0.389236591,16.0,19.0,19.0,0.084686818
35200062003,3520005,Toronto,535.0,Toronto,35,ON,0.181136181,0.327887133,0.137086829,0.037780195,0.411643019,14.0,16.0,16.0,0.090368255
35200064002,3520005,Toronto,535.0,Toronto,35,ON,0.154552838,0.285556756,0.118982838,0.030400596,0.35954512,18.0,24.0,26.0,0.07782558
35200064003,3520005,Toronto,535.0,Toronto,35,ON,0.163142444,0.297887336,0.123620292,0.030764288,0.375490683,16.0,24.0,25.0,0.079140307
35200064004,3520005,Toronto,535.0,Toronto,35,ON,0.209844672,0.366308369,0.159021774,0.039055443,0.451850881,11.0,19.0,21.0,0.103011382
35200065001,3520005,Toronto,535.0,Toronto,35,ON,0.196651452,0.341894215,0.148000144,0.036713687,0.432107088,12.0,19.0,22.0,0.095329144
35200065002,3520005,Toronto,535.0,Toronto,35,ON,0.174662274,0.312290753,0.132690996,0.033880521,0.395463643,15.0,22.0,23.0,0.08611997
35200065003,3520005,Toronto,535.0,Toronto,35,ON,0.162246704,0.297009035,0.123297733,0.030463207,0.37363657,17.0,24.0,24.0,0.079148316
35200066001,3520005,Toronto,535.0,Toronto,35,ON,0.195042341,0.339940973,0.14585449,0.036572687,0.42760001,12.0,19.0,22.0,0.09406681
35200066002,3520005,Toronto,535.0,Toronto,35,ON,0.214901646,0.366194374,0.159708332,0.041025112,0.45922493,10.0,16.0,21.0,0.102833473
35200067002,3520005,Toronto,535.0,Toronto,35,ON,0.193725088,0.337639567,0.144549801,0.036132725,0.422559052,12.0,16.0,20.0,0.093213065
35200067003,3520005,Toronto,535.0,Toronto,35,ON,0.186352401,0.32901592,0.139426306,0.035436436,0.41039933,11.0,13.0,20.0,0.090134147
35200067004,3520005,Toronto,535.0,Toronto,35,ON,0.167743745,0.302758712,0.127640455,0.033861883,0.378672719,6.0,16.0,21.0,0.082033983
35200068001,3520005,Toronto,535.0,Toronto,35,ON,0.175753002,0.314510997,0.131434982,0.034168046,0.390588851,11.0,14.0,23.0,0.083607676
35200068002,3520005,Toronto,535.0,Toronto,35,ON,0.174928307,0.312086844,0.131031591,0.033856402,0.388598668,14.0,15.0,22.0,0.083502635
35200069001,3520005,Toronto,535.0,Toronto,35,ON,0.198567022,0.343691179,0.146899547,0.038628554,0.427983034,11.0,17.0,22.0,0.094033852
35200070001,3520005,Toronto,535.0,Toronto,35,ON,0.129057355,0.257838407,0.097661027,0.028688866,0.308967043,9.0,19.0,28.0,0.061484756
35200070002,3520005,Toronto,535.0,Toronto,35,ON,0.140591574,0.275369338,0.105918394,0.027875716,0.332142695,8.0,19.0,26.0,0.066983568
35200070003,3520005,Toronto,535.0,Toronto,35,ON,0.140066894,0.271942405,0.105762202,0.026954708,0.33199023,9.0,19.0,26.0,0.066639768
35200071001,3520005,Toronto,535.0,Toronto,35,ON,0.139845402,0.275175898,0.106772754,0.028356284,0.327576645,9.0,23.0,25.0,0.066780849
35200071002,3520005,Toronto,535.0,Toronto,35,ON,0.158659384,0.300731103,0.11956527,0.03154784,0.358128421,0.0,23.0,26.0,0.072881917
35200072001,3520005,Toronto,535.0,Toronto,35,ON,0.156250106,0.299008456,0.118173406,0.029997625,0.354950321,10.0,23.0,25.0,0.073576637
35200072002,3520005,Toronto,535.0,Toronto,35,ON,0.126113275,0.253666558,0.095173604,0.028240324,0.303220562,9.0,21.0,28.0,0.059744236
35200073002,3520005,Toronto,535.0,Toronto,35,ON,0.224863103,0.390840035,0.168537013,0.044055903,0.47061366,8.0,17.0,20.0,0.106252013
35200073003,3520005,Toronto,535.0,Toronto,35,ON,0.157739909,0.302665403,0.119307306,0.031962721,0.357826232,0.0,24.0,26.0,0.072553939
35200074001,3520005,Toronto,535.0,Toronto,35,ON,0.186665103,0.330122504,0.138122808,0.036463807,0.395147514,12.0,17.0,24.0,0.084238175
35200074002,3520005,Toronto,535.0,Toronto,35,ON,0.19134886,0.337404227,0.14219384,0.037456683,0.405637289,11.0,18.0,23.0,0.086630101
35200078001,3520005,Toronto,535.0,Toronto,35,ON,0.189124377,0.321238348,0.139023715,0.038008071,0.405873124,9.0,23.0,25.0,0.087989059
35200078002,3520005,Toronto,535.0,Toronto,35,ON,0.214530516,0.352763722,0.156838102,0.040872887,0.444183615,12.0,20.0,22.0,0.100203838
35200079001,3520005,Toronto,535.0,Toronto,35,ON,0.224244599,0.378620559,0.169272457,0.043093602,0.470181716,6.0,18.0,20.0,0.109665655
35200079002,3520005,Toronto,535.0,Toronto,35,ON,0.207574716,0.349837102,0.154604119,0.040193811,0.438820119,0.0,22.0,22.0,0.098615181
35200080001,3520005,Toronto,535.0,Toronto,35,ON,0.230227047,0.389065786,0.174681483,0.044142328,0.481630645,5.0,17.0,19.0,0.112880716
35200080002,3520005,Toronto,535.0,Toronto,35,ON,0.190995565,0.335939406,0.149183153,0.035405583,0.423136917,14.0,18.0,22.0,0.099218692
35200082001,3520005,Toronto,535.0,Toronto,35,ON,0.165762351,0.298744929,0.130116887,0.032537782,0.379245256,17.0,22.0,25.0,0.08612667
35200082002,3520005,Toronto,535.0,Toronto,35,ON,0.174960401,0.311866094,0.137283477,0.033679343,0.394582715,16.0,21.0,24.0,0.090833146
35200085001,3520005,Toronto,535.0,Toronto,35,ON,0.19799841,0.331914075,0.146114761,0.039341553,0.419313008,10.0,22.0,24.0,0.092684177
35200085002,3520005,Toronto,535.0,Toronto,35,ON,0.172155477,0.299552844,0.129985183,0.033478153,0.377338568,9.0,26.0,27.0,0.08193284
35200085003,3520005,Toronto,535.0,Toronto,35,ON,0.161023771,0.286270822,0.121424509,0.032687459,0.360257991,9.0,27.0,29.0,0.076244501
35200086001,3520005,Toronto,535.0,Toronto,35,ON,0.185142477,0.312567992,0.140679548,0.036293014,0.399155587,15.0,25.0,26.0,0.090101642
35200086002,3520005,Toronto,535.0,Toronto,35,ON,0.171704821,0.300537424,0.133028843,0.032052631,0.382024179,12.0,24.0,26.0,0.08573795
35200086003,3520005,Toronto,535.0,Toronto,35,ON,0.158877327,0.279806831,0.122673325,0.030582111,0.359550357,14.0,26.0,27.0,0.079200212
35200087001,3520005,Toronto,535.0,Toronto,35,ON,0.172503674,0.293657182,0.136979118,0.032240819,0.378200447,26.0,27.0,27.0,0.091824004
35200087003,3520005,Toronto,535.0,Toronto,35,ON,0.197406604,0.332174742,0.155101534,0.039020975,0.419678809,22.0,24.0,25.0,0.104093055
35200087004,3520005,Toronto,535.0,Toronto,35,ON,0.22370147,0.36371435,0.180666117,0.045221571,0.459914089,20.0,23.0,24.0,0.129451963
35200087005,3520005,Toronto,535.0,Toronto,35,ON,0.250812143,0.400375479,0.202991164,0.050089603,0.498710753,17.0,21.0,23.0,0.15029348
35200088001,3520005,Toronto,535.0,Toronto,35,ON,0.171441614,0.294644452,0.130880784,0.03240753,0.370878322,22.0,25.0,27.0,0.084105625
35200088002,3520005,Toronto,535.0,Toronto,35,ON,0.20235725,0.332678523,0.152427401,0.036443077,0.422284875,18.0,22.0,24.0,0.097912326
35200088003,3520005,Toronto,535.0,Toronto,35,ON,0.201211818,0.332673533,0.150824,0.037718921,0.416914452,19.0,22.0,23.0,0.096928409
35200089001,3520005,Toronto,535.0,Toronto,35,ON,0.199782626,0.333034519,0.150227633,0.037718921,0.416023412,18.0,21.0,23.0,0.096682641
35200089002,3520005,Toronto,535.0,Toronto,35,ON,0.220874534,0.361509161,0.166044322,0.042892001,0.449807747,16.0,19.0,21.0,0.108276742
35200089003,3520005,Toronto,535.0,Toronto,35,ON,0.215056082,0.35177817,0.161120948,0.039412544,0.439576629,17.0,20.0,22.0,0.105233718
35200089004,3520005,Toronto,535.0,Toronto,35,ON,0.191714311,0.319946922,0.145029562,0.036985363,0.408539353,16.0,25.0,25.0,0.093401232
35200090001,3520005,Toronto,535.0,Toronto,35,ON,0.232150428,0.375677117,0.18452322,0.048047001,0.470233394,17.0,22.0,23.0,0.135215812
35200090002,3520005,Toronto,535.0,Toronto,35,ON,0.275249377,0.43153155,0.212978702,0.053072474,0.538829429,13.0,17.0,18.0,0.148524186
35200090003,3520005,Toronto,535.0,Toronto,35,ON,0.234356766,0.378125017,0.185598155,0.048381441,0.473421227,17.0,22.0,23.0,0.135714176
35200091002,3520005,Toronto,535.0,Toronto,35,ON,0.229175505,0.373103227,0.184008716,0.044530087,0.467598845,19.0,23.0,25.0,0.134538432
35200091003,3520005,Toronto,535.0,Toronto,35,ON,0.261829741,0.415481428,0.209010767,0.051628589,0.520340346,15.0,20.0,21.0,0.153287459
35200092001,3520005,Toronto,535.0,Toronto,35,ON,0.241416084,0.388116726,0.190280031,0.048157102,0.487019217,18.0,21.0,23.0,0.137758645
35200093001,3520005,Toronto,535.0,Toronto,35,ON,0.266092264,0.418777025,0.203730903,0.051466258,0.525039837,14.0,16.0,18.0,0.137653884
35200093002,3520005,Toronto,535.0,Toronto,35,ON,0.258122989,0.409152101,0.201982905,0.049800879,0.511755376,17.0,18.0,20.0,0.142580677
35200094007,3520005,Toronto,535.0,Toronto,35,ON,0.244549359,0.387412525,0.189069922,0.049740813,0.481873401,5.0,19.0,22.0,0.137590108
35200094008,3520005,Toronto,535.0,Toronto,35,ON,0.294069438,0.450063794,0.222285388,0.055681615,0.552498154,12.0,13.0,15.0,0.141262582
35200094009,3520005,Toronto,535.0,Toronto,35,ON,0.222253868,0.369093848,0.161720244,0.046051267,0.43049837,1.0,15.0,24.0,0.105594408
35200094011,3520005,Toronto,535.0,Toronto,35,ON,0.23933178,0.380781054,0.183479663,0.048564007,0.473690723,2.0,19.0,22.0,0.131064669
35200094012,3520005,Toronto,535.0,Toronto,35,ON,0.219473714,0.372592355,0.161984808,0.046998221,0.418291076,17.0,22.0,24.0,0.100507184
35200094013,3520005,Toronto,535.0,Toronto,35,ON,0.278171565,0.432468038,0.216201467,0.054078576,0.537292405,3.0,16.0,19.0,0.156871511
35200094014,3520005,Toronto,535.0,Toronto,35,ON,0.274306028,0.426520099,0.213258701,0.053395651,0.529506165,2.0,17.0,20.0,0.15547601
35200094015,3520005,Toronto,535.0,Toronto,35,ON,0.256049376,0.400916477,0.196617323,0.050689242,0.500069722,1.0,18.0,21.0,0.14044314
35200094016,3520005,Toronto,535.0,Toronto,35,ON,0.255865322,0.400916985,0.196617323,0.050689242,0.500069722,0.0,18.0,21.0,0.14044314
35200094017,3520005,Toronto,535.0,Toronto,35,ON,0.186773291,0.313180231,0.142232107,0.036855824,0.388162942,0.0,24.0,27.0,0.098176829
35200094018,3520005,Toronto,535.0,Toronto,35,ON,0.219074948,0.356366139,0.161871879,0.043776782,0.431982034,11.0,19.0,20.0,0.10651474
35200094019,3520005,Toronto,535.0,Toronto,35,ON,0.239563158,0.380783042,0.183479663,0.048564007,0.473690723,2.0,19.0,22.0,0.131064669
35200095001,3520005,Toronto,535.0,Toronto,35,ON,0.265937473,0.419104573,0.204593603,0.051910074,0.523918344,12.0,17.0,18.0,0.140085949
35200095002,3520005,Toronto,535.0,Toronto,35,ON,0.279534126,0.434302228,0.215216975,0.053527538,0.54178509,12.0,16.0,17.0,0.149645488
35200096001,3520005,Toronto,535.0,Toronto,35,ON,0.252917989,0.401291806,0.194308451,0.050321388,0.500271925,9.0,17.0,20.0,0.135295404
35200097001,3520005,Toronto,535.0,Toronto,35,ON,0.257975335,0.409189965,0.197763862,0.050235151,0.510001022,15.0,17.0,18.0,0.134552476
35200099001,3520005,Toronto,535.0,Toronto,35,ON,0.23870232,0.383842444,0.176597343,0.045156911,0.479464306,14.0,19.0,20.0,0.115377745
35200099002,3520005,Toronto,535.0,Toronto,35,ON,0.250839069,0.399197382,0.188526952,0.049536762,0.497653459,14.0,17.0,18.0,0.123198491
35200100001,3520005,Toronto,535.0,Toronto,35,ON,0.245639967,0.394942632,0.181922662,0.046787881,0.495099212,12.0,18.0,20.0,0.117983861
35200101001,3520005,Toronto,535.0,Toronto,35,ON,0.164187574,0.285631665,0.118325082,0.033786188,0.353966657,23.0,27.0,28.0,0.073195996
35200101002,3520005,Toronto,535.0,Toronto,35,ON,0.181532856,0.307712509,0.132545239,0.038143039,0.385813132,21.0,25.0,26.0,0.082845014
35200101003,3520005,Toronto,535.0,Toronto,35,ON,0.166592027,0.288350539,0.119722043,0.033876248,0.357639028,23.0,27.0,28.0,0.073898871
35200101004,3520005,Toronto,535.0,Toronto,35,ON,0.174883398,0.300603365,0.129625485,0.034721229,0.370384322,23.0,25.0,28.0,0.085803235
35200102001,3520005,Toronto,535.0,Toronto,35,ON,0.149191561,0.266780144,0.107518752,0.028939139,0.327131039,18.0,24.0,27.0,0.065034455
35200103001,3520005,Toronto,535.0,Toronto,35,ON,0.182933718,0.325564135,0.135575854,0.03664867,0.392398444,11.0,21.0,24.0,0.083721201
35200103002,3520005,Toronto,535.0,Toronto,35,ON,0.153288644,0.274258213,0.111309054,0.029818225,0.335228864,17.0,23.0,26.0,0.067846964
35200104001,3520005,Toronto,535.0,Toronto,35,ON,0.17893115,0.33140006,0.135663654,0.035688057,0.396858558,13.0,20.0,23.0,0.086380705
35200104002,3520005,Toronto,535.0,Toronto,35,ON,0.178816099,0.331284121,0.135639562,0.035688057,0.396394107,13.0,20.0,23.0,0.086254231
35200104003,3520005,Toronto,535.0,Toronto,35,ON,0.177954372,0.332728988,0.134372728,0.036182842,0.394226066,14.0,18.0,22.0,0.084007451
