DBUID,CSDUID,CSDNAME,CMAUID,CMANAME,PRUID,PRNAME,acs_idx_hf,acs_idx_emp,acs_idx_srf,acs_idx_psef,acs_idx_ef,acs_idx_caf,acs_lvl_gs-1,acs_lvl_gs-3,acs_lvl_gs-5
35201641006,3520005,Toronto,535.0,Toronto,35,ON,0.140606963,0.240441823,0.191762728,0.0,0.26839592,0.050448861,5.134466667,10.94403333,11.4882
35201641007,3520005,Toronto,535.0,Toronto,35,ON,0.133976069,0.242616124,0.195701911,0.0,0.294446301,0.048450131,8.75855,9.68405,11.25118333
35201647001,3520005,Toronto,535.0,Toronto,35,ON,0.180816903,0.347484905,0.251602248,0.0,0.356238883,0.068165134,6.49455,8.072983333,9.3072
35201647002,3520005,Toronto,535.0,Toronto,35,ON,0.176775445,0.390594222,0.245290768,0.0,0.360100738,0.067125084,6.263233333,8.2414,9.612216667
35201647003,3520005,Toronto,535.0,Toronto,35,ON,0.176762429,0.390516825,0.245304912,0.0,0.360048287,0.06713281,6.247,8.257616667,9.628433333
35201647004,3520005,Toronto,535.0,Toronto,35,ON,0.175834706,0.37303389,0.235336798,0.0,0.334781441,0.066034595,6.842716667,9.007816667,10.11158333
35201647005,3520005,Toronto,535.0,Toronto,35,ON,0.173738606,0.386975645,0.243496023,0.0,0.352619354,0.066521292,6.3555,8.520616667,10.34308333
35201647006,3520005,Toronto,535.0,Toronto,35,ON,0.177754309,0.378191968,0.233567769,0.0,0.338902064,0.067716177,6.365133333,8.530233333,9.717416667
35201647007,3520005,Toronto,535.0,Toronto,35,ON,0.173253127,0.339690899,0.238782438,0.0,0.337710214,0.065389859,6.105633333,9.187383333,10.37456667
35201647008,3520005,Toronto,535.0,Toronto,35,ON,0.178466441,0.381430311,0.233668711,0.0,0.338615914,0.067662147,6.31855,8.483666667,9.670833333
35201648001,3520005,Toronto,535.0,Toronto,35,ON,0.180991776,0.411518641,0.258660827,0.0,0.37082674,0.070642773,5.119166667,7.284283333,9.994516667
35201648002,3520005,Toronto,535.0,Toronto,35,ON,0.182238738,0.409319643,0.252404965,0.0,0.366154676,0.070114348,5.774833333,7.93995,10.04726667
35201648003,3520005,Toronto,535.0,Toronto,35,ON,0.184541135,0.392337966,0.255025801,0.0,0.35028651,0.06815511,6.25775,8.422866667,9.610033333
35201648004,3520005,Toronto,535.0,Toronto,35,ON,0.186140259,0.415750264,0.266856484,0.0,0.384397957,0.070156544,4.366416667,6.531516667,9.241766667
35201648005,3520005,Toronto,535.0,Toronto,35,ON,0.185232505,0.417484471,0.26358695,0.0,0.383191417,0.070943874,4.7527,6.917816667,9.62805
35201649001,3520005,Toronto,535.0,Toronto,35,ON,0.184456397,0.434718711,0.267322885,0.0,0.383044583,0.075402747,4.165066667,5.429833333,9.799233333
35201649002,3520005,Toronto,535.0,Toronto,35,ON,0.181493347,0.409836356,0.260311159,0.0,0.372261008,0.070377576,5.227583333,6.675483333,9.681466667
35201649003,3520005,Toronto,535.0,Toronto,35,ON,0.173571903,0.400264957,0.247483043,0.0,0.359097704,0.069054986,5.931,7.48815,10.20691667
35201649004,3520005,Toronto,535.0,Toronto,35,ON,0.175049662,0.402022091,0.24883504,0.0,0.360761708,0.069442241,5.930333333,7.497483333,10.21625
35201650001,3520005,Toronto,535.0,Toronto,35,ON,0.192765444,0.422390604,0.272680988,0.0,0.381401478,0.074613855,3.635516667,5.304833333,9.2697
35201650002,3520005,Toronto,535.0,Toronto,35,ON,0.187666523,0.411137751,0.263891091,0.0,0.372224283,0.070336552,3.966616667,6.131716667,8.841966667
35201650003,3520005,Toronto,535.0,Toronto,35,ON,0.191256829,0.421414923,0.275270201,0.0,0.380149179,0.077419621,3.066883333,5.232,8.70105
35201650004,3520005,Toronto,535.0,Toronto,35,ON,0.187362641,0.421362449,0.26244567,0.0,0.370710116,0.080448914,2.588683333,4.7538,8.222866667
35201652001,3520005,Toronto,535.0,Toronto,35,ON,0.188715524,0.433901684,0.253412514,0.0,0.342313731,0.083370259,1.964133333,3.2289,9.212116667
35201652002,3520005,Toronto,535.0,Toronto,35,ON,0.189248221,0.423672345,0.256335443,0.0,0.373938438,0.079039594,2.2767,4.441816667,8.903216667
35201652003,3520005,Toronto,535.0,Toronto,35,ON,0.192933941,0.426903228,0.259519013,0.0,0.378472129,0.080816043,2.043283333,4.208383333,8.669783333
35201652004,3520005,Toronto,535.0,Toronto,35,ON,0.189047135,0.422961291,0.259186466,0.0,0.371469991,0.078560992,2.228766667,4.393866667,8.9586
35201652005,3520005,Toronto,535.0,Toronto,35,ON,0.19874285,0.454970826,0.268924164,0.0,0.371693858,0.09304707,1.002433333,3.17755,7.659183333
35201653001,3520005,Toronto,535.0,Toronto,35,ON,0.199641405,0.469416478,0.265108938,0.0,0.39513247,0.088013965,3.220816667,3.7477,7.4824
35201653002,3520005,Toronto,535.0,Toronto,35,ON,0.190302871,0.443505259,0.256322187,0.0,0.370114191,0.078682817,3.092466667,3.968416667,8.5152
35201653003,3520005,Toronto,535.0,Toronto,35,ON,0.185202449,0.431152919,0.25890005,0.0,0.356635466,0.075364984,3.208783333,4.321466667,9.526283333
35201653004,3520005,Toronto,535.0,Toronto,35,ON,0.185199955,0.431205036,0.259019552,0.0,0.360023652,0.075396183,3.180133333,4.292816667,9.497633333
35201654001,3520005,Toronto,535.0,Toronto,35,ON,0.197024327,0.463999716,0.264654209,0.0,0.385522716,0.084411401,2.531333333,2.94225,8.122883333
35201654002,3520005,Toronto,535.0,Toronto,35,ON,0.196077478,0.449010274,0.258791302,0.0,0.363371038,0.086758526,2.418083333,2.695916667,8.72135
35201654003,3520005,Toronto,535.0,Toronto,35,ON,0.193399338,0.44397842,0.260569018,0.0,0.365843769,0.080827585,2.340533333,3.540633333,9.3505
35201654004,3520005,Toronto,535.0,Toronto,35,ON,0.193528591,0.439609083,0.256272977,0.0,0.356782558,0.086851877,1.28955,2.391483333,8.527533333
35201654005,3520005,Toronto,535.0,Toronto,35,ON,0.193457493,0.440024267,0.25628952,0.0,0.356779561,0.086859063,1.282983333,2.384916667,8.520983333
35201654006,3520005,Toronto,535.0,Toronto,35,ON,0.197489809,0.450575082,0.25571862,0.0,0.37314784,0.087729111,1.659483333,1.937316667,8.097916667
35201656001,3520005,Toronto,535.0,Toronto,35,ON,0.20560686,0.474838575,0.267301545,0.0,0.392737857,0.096967528,1.449066667,1.574633333,7.0676
35201656002,3520005,Toronto,535.0,Toronto,35,ON,0.199011234,0.460288015,0.261521698,0.0,0.380900778,0.09316392,1.0654,1.915933333,7.5101
35201656003,3520005,Toronto,535.0,Toronto,35,ON,0.197232322,0.452101472,0.261963985,0.0,0.368333373,0.090576877,0.62205,2.249183333,7.860033333
35201656004,3520005,Toronto,535.0,Toronto,35,ON,0.199864326,0.458444027,0.266343775,0.0,0.372619646,0.095031388,0.0,2.785816667,7.25005
35201656005,3520005,Toronto,535.0,Toronto,35,ON,0.204717767,0.462956365,0.267413597,0.0,0.394217165,0.098021268,1.175883333,2.444983333,6.897683333
35201656006,3520005,Toronto,535.0,Toronto,35,ON,0.20495074,0.463099927,0.266487111,0.0,0.391899444,0.098379841,1.1419,2.410983333,6.941666667
35201657001,3520005,Toronto,535.0,Toronto,35,ON,0.202322772,0.45314748,0.269492812,0.0,0.373568292,0.096724143,0.918583333,3.7044,7.432883333
35201657002,3520005,Toronto,535.0,Toronto,35,ON,0.201957047,0.438902051,0.261763453,0.0,0.368405924,0.091404334,1.40785,4.28715,7.408616667
35201657003,3520005,Toronto,535.0,Toronto,35,ON,0.198675164,0.433170354,0.260757041,0.0,0.359256325,0.085121542,2.0683,4.964266667,7.587933333
35201657004,3520005,Toronto,535.0,Toronto,35,ON,0.19823193,0.432432562,0.262480566,0.0,0.359772885,0.085694814,1.8867,4.782666667,7.72825
35201657005,3520005,Toronto,535.0,Toronto,35,ON,0.185237761,0.424627977,0.253050714,0.0,0.347262327,0.084260152,3.876483333,6.080066667,7.17575
35201657006,3520005,Toronto,535.0,Toronto,35,ON,0.192330891,0.402273533,0.25807625,0.0,0.361788746,0.076078909,4.158433333,7.0092,7.527933333
35201658001,3520005,Toronto,535.0,Toronto,35,ON,0.198127178,0.417707875,0.262127025,0.0,0.371144381,0.08352388,2.6278,5.572483333,7.807666667
35201658002,3520005,Toronto,535.0,Toronto,35,ON,0.198900535,0.409629149,0.273332256,0.0,0.37441279,0.080851715,3.206083333,6.150766667,7.191133333
35201658003,3520005,Toronto,535.0,Toronto,35,ON,0.200552043,0.410369972,0.275974834,0.0,0.37020183,0.081146619,3.649416667,6.500183333,6.930216667
35201658004,3520005,Toronto,535.0,Toronto,35,ON,0.189279893,0.393419515,0.264227331,0.0,0.353347516,0.075149126,4.810183333,6.402933333,7.660933333
35201659001,3520005,Toronto,535.0,Toronto,35,ON,0.184375605,0.386970081,0.252593543,0.0,0.350839215,0.067851354,4.672316667,7.587316667,7.82045
35201659002,3520005,Toronto,535.0,Toronto,35,ON,0.190637184,0.400340244,0.268540492,0.0,0.364125767,0.078287224,3.907866667,6.822866667,7.056
35201659003,3520005,Toronto,535.0,Toronto,35,ON,0.179973745,0.37811811,0.254603875,0.0,0.342837803,0.066410223,5.224,7.2207,8.139
35201659004,3520005,Toronto,535.0,Toronto,35,ON,0.184259051,0.386139572,0.258118146,0.0,0.347178592,0.071859732,5.143266667,6.860766667,7.994016667
35201660002,3520005,Toronto,535.0,Toronto,35,ON,0.19221235,0.41962419,0.277938486,0.0,0.379855397,0.077906613,2.9183,5.083416667,8.1566
35201660003,3520005,Toronto,535.0,Toronto,35,ON,0.171038929,0.378161649,0.236493909,0.0,0.349078355,0.064911994,5.31305,7.478166667,10.1884
35201660004,3520005,Toronto,535.0,Toronto,35,ON,0.170711013,0.376851807,0.236308443,0.0,0.348666562,0.064738487,5.35565,7.520766667,10.23101667
