DBUID,CSDUID,CSDNAME,CMAUID,CMANAME,PRUID,PRNAME,acs_idx_hf,acs_idx_emp,acs_idx_srf,acs_idx_psef,acs_idx_ef,acs_idx_caf,acs_lvl_gs-1,acs_lvl_gs-3,acs_lvl_gs-5
35204787002,3520005,Toronto,535.0,Toronto,35,ON,0.181811539,0.302216736,0.132187586,0.040111349,0.381177175,0.082476946,17.0,28.0,29.0
35204787003,3520005,Toronto,535.0,Toronto,35,ON,0.19113345,0.314341793,0.138629963,0.040146155,0.389541814,0.090794935,15.0,24.0,28.0
35204787004,3520005,Toronto,535.0,Toronto,35,ON,0.149236874,0.263893253,0.110044297,0.034321978,0.329800882,0.069051183,25.0,29.0,30.0
35204788001,3520005,Toronto,535.0,Toronto,35,ON,0.206845226,0.330820181,0.147414521,0.039912611,0.419582505,0.0952534,14.0,20.0,25.0
35204788002,3520005,Toronto,535.0,Toronto,35,ON,0.206959881,0.336317217,0.148953076,0.040641829,0.429376759,0.094732625,16.0,22.0,25.0
35204789001,3520005,Toronto,535.0,Toronto,35,ON,0.365876617,0.433968429,0.239992645,0.075415682,0.463105296,0.152594793,14.0,20.0,20.0
35204789002,3520005,Toronto,535.0,Toronto,35,ON,0.303361262,0.364171441,0.19768733,0.066411173,0.389915989,0.12335241,17.0,23.0,24.0
35204790001,3520005,Toronto,535.0,Toronto,35,ON,0.332956189,0.386421118,0.212731131,0.070048066,0.408957775,0.139635614,17.0,19.0,24.0
35204791001,3520005,Toronto,535.0,Toronto,35,ON,0.328272618,0.392087235,0.213210562,0.070409528,0.418106726,0.134628553,18.0,20.0,21.0
35204791002,3520005,Toronto,535.0,Toronto,35,ON,0.339721577,0.405794553,0.22225162,0.072058789,0.43247113,0.141486384,15.0,21.0,21.0
35204791003,3520005,Toronto,535.0,Toronto,35,ON,0.30082635,0.358099145,0.192579004,0.06528986,0.384199844,0.121126485,20.0,23.0,24.0
35204793001,3520005,Toronto,535.0,Toronto,35,ON,0.392317674,0.453610244,0.330998137,0.054566001,0.461317528,0.276500281,10.0,23.0,24.0
35204793002,3520005,Toronto,535.0,Toronto,35,ON,0.346304018,0.43577286,0.322573777,0.05167715,0.43705763,0.284883916,0.0,22.0,24.0
35204793003,3520005,Toronto,535.0,Toronto,35,ON,0.293774192,0.355653628,0.252912386,0.043222857,0.360680635,0.216019944,13.0,27.0,30.0
35204793004,3520005,Toronto,535.0,Toronto,35,ON,0.344085117,0.417502269,0.301653039,0.047758642,0.419504327,0.2543228,0.0,23.0,26.0
35204793005,3520005,Toronto,535.0,Toronto,35,ON,0.370113692,0.433832561,0.313424041,0.05128376,0.436987271,0.261424365,13.0,24.0,25.0
35204793006,3520005,Toronto,535.0,Toronto,35,ON,0.371142917,0.434478237,0.316222902,0.053515706,0.438167564,0.266872033,8.0,24.0,25.0
35204793007,3520005,Toronto,535.0,Toronto,35,ON,0.302601564,0.377687954,0.268339247,0.044539322,0.369495421,0.230653147,11.0,24.0,30.0
35204793008,3520005,Toronto,535.0,Toronto,35,ON,0.371835642,0.447511182,0.333105062,0.053469203,0.442707706,0.288200693,9.0,17.0,25.0
35204793009,3520005,Toronto,535.0,Toronto,35,ON,0.442009869,0.532742371,0.408402183,0.067626567,0.535009608,0.362793504,5.0,17.0,18.0
35204793010,3520005,Toronto,535.0,Toronto,35,ON,0.377636976,0.434288589,0.318389856,0.05372467,0.443233166,0.266398851,13.0,23.0,25.0
35204793011,3520005,Toronto,535.0,Toronto,35,ON,0.346312011,0.401988177,0.295172741,0.05243336,0.410119263,0.251832593,15.0,23.0,26.0
35204793012,3520005,Toronto,535.0,Toronto,35,ON,0.358971071,0.413267713,0.303314214,0.052738287,0.421059613,0.256546602,15.0,23.0,26.0
35204793017,3520005,Toronto,535.0,Toronto,35,ON,0.368639752,0.434854162,0.3145526,0.051563396,0.441114397,0.260637868,12.0,25.0,26.0
35204793018,3520005,Toronto,535.0,Toronto,35,ON,0.324190522,0.382803186,0.276835543,0.049617892,0.394775516,0.236306217,18.0,25.0,27.0
35204797001,3520005,Toronto,535.0,Toronto,35,ON,0.272133211,0.421399488,0.217887938,0.049495101,0.509210564,0.159567081,19.0,21.0,24.0
35204798001,3520005,Toronto,535.0,Toronto,35,ON,0.211614507,0.347290202,0.175778275,0.040484175,0.426457877,0.132415219,13.0,14.0,26.0
35204798002,3520005,Toronto,535.0,Toronto,35,ON,0.278426237,0.446222669,0.232378035,0.050333959,0.529181378,0.176442086,12.0,13.0,23.0
35204798003,3520005,Toronto,535.0,Toronto,35,ON,0.301452691,0.478160296,0.250766044,0.053039837,0.565581071,0.190210928,12.0,14.0,21.0
35204798004,3520005,Toronto,535.0,Toronto,35,ON,0.268108743,0.427412954,0.220862004,0.049279565,0.512516222,0.165198267,10.0,10.0,23.0
35204798005,3520005,Toronto,535.0,Toronto,35,ON,0.242477861,0.391790792,0.199872437,0.044294316,0.472785309,0.149561272,11.0,11.0,24.0
35204799005,3520005,Toronto,535.0,Toronto,35,ON,0.162238072,0.283043152,0.135457639,0.033086985,0.344331737,0.10011472,16.0,20.0,29.0
35204799006,3520005,Toronto,535.0,Toronto,35,ON,0.238627477,0.38971444,0.201558264,0.044549341,0.470232049,0.155382195,9.0,12.0,22.0
35204799007,3520005,Toronto,535.0,Toronto,35,ON,0.174840352,0.296965444,0.142636404,0.033503137,0.362199504,0.103610002,16.0,20.0,29.0
35204799008,3520005,Toronto,535.0,Toronto,35,ON,0.250731412,0.406665913,0.211129726,0.045822382,0.488129315,0.162543419,8.0,11.0,21.0
35204799009,3520005,Toronto,535.0,Toronto,35,ON,0.228886087,0.37433263,0.190465145,0.042810222,0.451103268,0.14467552,11.0,13.0,24.0
35204799010,3520005,Toronto,535.0,Toronto,35,ON,0.220920173,0.362317885,0.182979206,0.041731014,0.4394857,0.13808918,11.0,14.0,25.0
35204799011,3520005,Toronto,535.0,Toronto,35,ON,0.23518468,0.374915889,0.188129341,0.044700016,0.457676551,0.13466005,20.0,26.0,27.0
