DBUID,CSDUID,CSDNAME,CMAUID,CMANAME,PRUID,PRCODE,acs_idx_hf,acs_idx_emp,acs_idx_srf,acs_idx_psef,acs_idx_ef,acs_idx_caf,acs_lvl_gs-1,acs_lvl_gs-3,acs_lvl_gs-5
35201198008,3520005,Toronto,535.0,Toronto,35,ON,0.055102248,0.162783311,0.102545573,0.0,0.340407897,0.045538755,2.93005,3.80385,7.352716667
35201198009,3520005,Toronto,535.0,Toronto,35,ON,0.052317313,0.152854084,0.114813036,0.0,0.353577072,0.034822494,3.368966667,4.24275,7.791616667
35201198010,3520005,Toronto,535.0,Toronto,35,ON,0.054417404,0.164308337,0.114046176,0.0,0.3517527,0.044535131,2.967,3.8408,8.056866667
35201199001,3520005,Toronto,535.0,Toronto,35,ON,0.05633659,0.167819802,0.102009057,0.0,0.384726255,0.033107566,0.973833333,2.031466667,6.866316667
35201199002,3520005,Toronto,535.0,Toronto,35,ON,0.049153147,0.159325336,0.091810027,0.0,0.360917018,0.031950094,1.232616667,3.330766667,7.6259
35201199003,3520005,Toronto,535.0,Toronto,35,ON,0.051700354,0.15786142,0.09983127,0.0,0.352573448,0.03185583,1.654566667,2.949183333,7.5512
35201199004,3520005,Toronto,535.0,Toronto,35,ON,0.048085102,0.165533584,0.083829864,0.0,0.402478908,0.033266093,0.942183333,3.136933333,7.432066667
35201199005,3520005,Toronto,535.0,Toronto,35,ON,0.050030558,0.164898895,0.098205941,0.0,0.40265192,0.033693379,0.83575,3.495766667,7.717233333
35201199006,3520005,Toronto,535.0,Toronto,35,ON,0.052824474,0.161567249,0.109385364,0.0,0.348232319,0.041736313,0.956383333,2.932533333,7.53455
35201200001,3520005,Toronto,535.0,Toronto,35,ON,0.051232701,0.166203294,0.060392833,0.0,0.363100309,0.022832354,1.24405,3.016483333,6.580266667
35201200002,3520005,Toronto,535.0,Toronto,35,ON,0.052182389,0.168173886,0.08516242,0.0,0.367774685,0.022808051,0.624283333,2.396716667,6.523416667
35201200003,3520005,Toronto,535.0,Toronto,35,ON,0.049385134,0.174085574,0.059444427,0.0,0.410666067,0.022843249,2.14175,3.914183333,6.099066667
35201200004,3520005,Toronto,535.0,Toronto,35,ON,0.050926203,0.164462122,0.067273164,0.0,0.358709627,0.022555879,1.4194,3.19185,6.759016667
35201200005,3520005,Toronto,535.0,Toronto,35,ON,0.046997342,0.17196639,0.062643534,0.0,0.41263119,0.02363782,1.746283333,2.83345,6.652916667
35201201001,3520005,Toronto,535.0,Toronto,35,ON,0.053092072,0.198564833,0.052372493,0.0,0.400881859,0.023665624,3.03935,4.02915,5.053516667
35201201002,3520005,Toronto,535.0,Toronto,35,ON,0.052127915,0.19533074,0.061513388,0.0,0.404549793,0.02329694,2.341516667,4.042783333,6.311366667
35201201003,3520005,Toronto,535.0,Toronto,35,ON,0.052796953,0.190635283,0.061999033,0.0,0.407439119,0.02327154,1.958733333,3.289616667,6.205966667
35201202001,3520005,Toronto,535.0,Toronto,35,ON,0.054854132,0.201653894,0.051526822,0.0,0.417699227,0.023484099,2.175866667,3.9483,5.38065
35201202002,3520005,Toronto,535.0,Toronto,35,ON,0.054067633,0.190830124,0.060482132,0.0,0.392374402,0.023288788,1.888483333,2.99495,5.816816667
35201202003,3520005,Toronto,535.0,Toronto,35,ON,0.051812374,0.174923217,0.059244755,0.0,0.376329997,0.021989393,1.57845,3.350883333,7.4712
35201203001,3520005,Toronto,535.0,Toronto,35,ON,0.053835954,0.203172233,0.051182213,0.0,0.385484034,0.019883209,2.9378,4.185233333,4.185233333
35201203002,3520005,Toronto,535.0,Toronto,35,ON,0.053465657,0.196397265,0.050603786,0.0,0.380205183,0.019554765,3.26235,4.364833333,4.364833333
35201203003,3520005,Toronto,535.0,Toronto,35,ON,0.053262317,0.199332902,0.052503923,0.0,0.372923354,0.020314866,3.57695,4.350066667,4.350066667
35201203004,3520005,Toronto,535.0,Toronto,35,ON,0.053163485,0.196222048,0.052464076,0.0,0.368855535,0.019893549,3.33715,4.68745,4.68745
35201203005,3520005,Toronto,535.0,Toronto,35,ON,0.051758619,0.195403607,0.051957105,0.0,0.371210708,0.020341547,3.214533333,4.229183333,5.25355
35201204001,3520005,Toronto,535.0,Toronto,35,ON,0.060160964,0.207750342,0.06500165,0.0,0.362746496,0.019872299,2.947683333,4.37835,4.37835
35201204002,3520005,Toronto,535.0,Toronto,35,ON,0.059108335,0.204698858,0.0658399,0.0,0.357080174,0.019840539,2.66945,4.441883333,4.445033333
35201205001,3520005,Toronto,535.0,Toronto,35,ON,0.053310652,0.203202181,0.035628363,0.0,0.370325921,0.016781008,3.319066667,3.319066667,3.617966667
35201205002,3520005,Toronto,535.0,Toronto,35,ON,0.05132438,0.202762125,0.036543528,0.0,0.370785816,0.017433432,3.1291,3.1291,3.417533333
35201205003,3520005,Toronto,535.0,Toronto,35,ON,0.054141487,0.203560011,0.051074877,0.0,0.382632588,0.016573287,3.192866667,3.754183333,3.754183333
35201205004,3520005,Toronto,535.0,Toronto,35,ON,0.052895996,0.199543396,0.052023629,0.0,0.370684755,0.017231124,3.652033333,3.652033333,3.81135
35201206001,3520005,Toronto,535.0,Toronto,35,ON,0.060208105,0.266599698,0.060248753,0.0,0.33520639,0.022906123,3.3424,3.3424,3.897166667
35201206002,3520005,Toronto,535.0,Toronto,35,ON,0.064341187,0.324166475,0.060253883,0.0,0.333748149,0.015999806,3.533133333,4.147066667,4.147066667
35201206003,3520005,Toronto,535.0,Toronto,35,ON,0.060203009,0.262462951,0.059966274,0.0,0.305990255,0.016067937,3.239,3.239,4.00055
35201206004,3520005,Toronto,535.0,Toronto,35,ON,0.056769901,0.20011352,0.050534376,0.0,0.34406953,0.016591197,3.245633333,3.700183333,3.700183333
35201206005,3520005,Toronto,535.0,Toronto,35,ON,0.056434274,0.242000875,0.057022556,0.0,0.291671804,0.019552827,3.3798,4.358366667,4.358366667
35201209001,3520005,Toronto,535.0,Toronto,35,ON,0.061231009,0.199853678,0.066419527,0.0,0.311360296,0.016500919,1.97175,1.97175,4.28895
35201209002,3520005,Toronto,535.0,Toronto,35,ON,0.056977757,0.19721168,0.050262391,0.0,0.308716236,0.016326665,2.702183333,2.702183333,4.135533333
35201210001,3520005,Toronto,535.0,Toronto,35,ON,0.055642937,0.20802976,0.067590404,0.0,0.297694191,0.021441359,1.242283333,1.242283333,5.22785
35201210002,3520005,Toronto,535.0,Toronto,35,ON,0.054449583,0.207492747,0.067341428,0.0,0.301147975,0.021764536,1.578366667,1.578366667,4.972133333
35201210003,3520005,Toronto,535.0,Toronto,35,ON,0.050356675,0.202868319,0.067211358,0.0,0.298956804,0.021558282,0.98265,0.98265,4.9353
35201211001,3520005,Toronto,535.0,Toronto,35,ON,0.045456813,0.209704028,0.067151469,0.0,0.348579451,0.022421456,1.695516667,1.695516667,4.266066667
35201211002,3520005,Toronto,535.0,Toronto,35,ON,0.055059632,0.19770158,0.05071794,0.0,0.368367408,0.022603245,2.584916667,2.584916667,4.06285
35201211003,3520005,Toronto,535.0,Toronto,35,ON,0.051193261,0.199317355,0.03507099,0.0,0.385318394,0.016204491,2.47055,2.47055,4.319833333
35201212001,3520005,Toronto,535.0,Toronto,35,ON,0.057401503,0.209954009,0.043495739,0.0,0.256873061,0.021057003,1.312616667,1.312616667,5.70435
35201212002,3520005,Toronto,535.0,Toronto,35,ON,0.056478343,0.212841539,0.066757474,0.0,0.25534979,0.021184928,1.737866667,1.737866667,5.72345
35201212003,3520005,Toronto,535.0,Toronto,35,ON,0.054201995,0.221903143,0.067442077,0.0,0.25823691,0.021892294,2.581966667,2.581966667,5.192833333
35201212004,3520005,Toronto,535.0,Toronto,35,ON,0.051436545,0.22399229,0.084179912,0.0,0.261108874,0.022400357,2.85985,2.85985,4.766016667
35201212005,3520005,Toronto,535.0,Toronto,35,ON,0.054612981,0.206995342,0.067327238,0.0,0.301215196,0.021770168,1.56365,1.56365,4.957433333
35201212006,3520005,Toronto,535.0,Toronto,35,ON,0.048622223,0.203528642,0.067169682,0.0,0.330078478,0.022782683,2.801433333,2.801433333,4.1537
35201213001,3520005,Toronto,535.0,Toronto,35,ON,0.041882058,0.229321589,0.084627564,0.0,0.329119782,0.022259339,3.946366667,3.946366667,4.17995
35201213002,3520005,Toronto,535.0,Toronto,35,ON,0.044917786,0.199742422,0.067279307,0.0,0.37758852,0.023033993,2.078316667,2.078316667,3.8729
35201213003,3520005,Toronto,535.0,Toronto,35,ON,0.03695898,0.223266439,0.083824071,0.0,0.323389467,0.021717708,4.372933333,4.372933333,4.606516667
35201213004,3520005,Toronto,535.0,Toronto,35,ON,0.053204712,0.191239287,0.067117148,0.0,0.38447498,0.022564012,3.401633333,3.401633333,3.678133333
35201213005,3520005,Toronto,535.0,Toronto,35,ON,0.049434581,0.173932331,0.052416737,0.0,0.366181021,0.017960041,4.48255,4.48255,5.299983333
35201213006,3520005,Toronto,535.0,Toronto,35,ON,0.051597718,0.199778553,0.03643882,0.0,0.392172016,0.017357536,3.029283333,3.029283333,3.478116667
35201214001,3520005,Toronto,535.0,Toronto,35,ON,0.04723582,0.240538208,0.082974642,0.0,0.301944297,0.021280974,3.728483333,3.728483333,5.810133333
35201214002,3520005,Toronto,535.0,Toronto,35,ON,0.044954594,0.189342915,0.082843289,0.0,0.312938665,0.021402676,4.47475,4.47475,5.110383333
35201214003,3520005,Toronto,535.0,Toronto,35,ON,0.039736056,0.226065049,0.074045793,0.0,0.309731607,0.02092178,4.705716667,4.705716667,5.751083333
35201214004,3520005,Toronto,535.0,Toronto,35,ON,0.040725898,0.223553067,0.084326472,0.0,0.315920554,0.021156051,5.077333333,5.077333333,5.21305
35201214005,3520005,Toronto,535.0,Toronto,35,ON,0.045196678,0.234956105,0.08368975,0.0,0.270848606,0.021606962,3.923383333,3.923383333,5.1305
35201215001,3520005,Toronto,535.0,Toronto,35,ON,0.036124796,0.223656785,0.084185341,0.0,0.292873526,0.020956382,5.214816667,5.214816667,5.35055
35201216001,3520005,Toronto,535.0,Toronto,35,ON,0.040207435,0.228764474,0.073477469,0.0,0.29739843,0.019441948,5.209916667,5.209916667,6.718233333
35201216002,3520005,Toronto,535.0,Toronto,35,ON,0.040519145,0.229174808,0.073476487,0.0,0.30821781,0.019444015,5.206933333,5.206933333,6.715266667
35201217002,3520005,Toronto,535.0,Toronto,35,ON,0.029812186,0.223428097,0.057935848,0.0,0.375499694,0.017762921,5.725616667,6.567116667,7.9285
35201217006,3520005,Toronto,535.0,Toronto,35,ON,0.025353523,0.276592147,0.076840943,0.0,0.373338076,0.011639777,3.853833333,4.695333333,6.056716667
35201217007,3520005,Toronto,535.0,Toronto,35,ON,0.037172023,0.243344423,0.06316002,0.0,0.311773897,0.016759266,7.831283333,9.19275,12.49838333
35201217011,3520005,Toronto,535.0,Toronto,35,ON,0.033429597,0.223230622,0.067980429,0.0,0.331975284,0.021354156,4.617716667,4.617716667,4.8513
35201217016,3520005,Toronto,535.0,Toronto,35,ON,0.039797999,0.236927777,0.076652709,0.0,0.397954162,0.01915847,5.3702,5.766566667,7.372533333
35201217017,3520005,Toronto,535.0,Toronto,35,ON,0.031793674,0.227592195,0.061171702,0.0,0.391811327,0.018806791,5.775183333,6.17155,6.953316667
35201217018,3520005,Toronto,535.0,Toronto,35,ON,0.031779199,0.246639347,0.058818868,0.0,0.34605878,0.013278849,6.908816667,7.078116667,7.305183333
35201219001,3520005,Toronto,535.0,Toronto,35,ON,0.027872914,0.237472129,0.094712938,0.0,0.399616093,0.01530301,4.423916667,4.820283333,7.916866667
35201219002,3520005,Toronto,535.0,Toronto,35,ON,0.025444216,0.242165046,0.096730818,0.0,0.421657257,0.015309057,3.68365,4.080016667,6.734933333
35201228002,3520005,Toronto,535.0,Toronto,35,ON,0.040769067,0.284828355,0.126799597,0.0,0.337206469,0.006714074,1.276883333,5.91045,7.279533333
35201228003,3520005,Toronto,535.0,Toronto,35,ON,0.040643881,0.28148563,0.126376869,0.0,0.335502408,0.006680142,1.35035,5.983916667,7.352983333
35201228007,3520005,Toronto,535.0,Toronto,35,ON,0.039099822,0.303458424,0.169498788,0.0,0.353139901,0.013599202,3.90525,4.178583333,5.274316667
35201240001,3520005,Toronto,535.0,Toronto,35,ON,0.03850902,0.397094215,0.073551748,0.0,0.359117613,0.011644569,3.922083333,7.835183333,8.315466667
35201240002,3520005,Toronto,535.0,Toronto,35,ON,0.038583107,0.398036701,0.073599931,0.0,0.36054214,0.01430969,3.189983333,7.948883333,8.429183333
35201241001,3520005,Toronto,535.0,Toronto,35,ON,0.027792558,0.417815547,0.065162165,0.0,0.37811989,0.011285337,2.766933333,8.28955,9.7403
35201241002,3520005,Toronto,535.0,Toronto,35,ON,0.029415163,0.414346328,0.066304376,0.0,0.355996455,0.007842923,2.386433333,9.929083333,1000.0
35201241003,3520005,Toronto,535.0,Toronto,35,ON,0.029409146,0.412309197,0.066247228,0.0,0.355727911,0.007811677,2.3417,9.88435,1000.0
35201241004,3520005,Toronto,535.0,Toronto,35,ON,0.029524088,0.416773733,0.080561858,0.0,0.353807452,0.007680036,2.059283333,10.20248333,1000.0
35201241005,3520005,Toronto,535.0,Toronto,35,ON,0.029403654,0.415806259,0.080363577,0.0,0.349309001,0.007570854,1.960666667,1000.0,1000.0
35201242001,3520005,Toronto,535.0,Toronto,35,ON,0.031130582,0.406499261,0.094969529,0.0,0.367199077,0.013281071,2.36995,9.80925,1000.0
35201243001,3520005,Toronto,535.0,Toronto,35,ON,0.040983359,0.405461854,0.133997168,0.0,0.382479168,0.015631093,0.910433333,7.77115,1000.0
35201243002,3520005,Toronto,535.0,Toronto,35,ON,0.041839414,0.418784059,0.13277803,0.0,0.415931577,0.01255636,0.4618,8.188,12.11743333
35201244002,3520005,Toronto,535.0,Toronto,35,ON,0.042416958,0.400272552,0.136559777,0.0,0.414327961,0.012230654,0.0,9.24375,12.73278333
35201244003,3520005,Toronto,535.0,Toronto,35,ON,0.041310819,0.390215127,0.166108636,0.0,0.422743951,0.01240765,0.567866667,8.49015,12.41958333
35201249001,3520005,Toronto,535.0,Toronto,35,ON,0.068686257,0.536408167,0.203651368,0.0,0.447222749,0.025093078,4.67925,4.982833333,8.317733333
35201249002,3520005,Toronto,535.0,Toronto,35,ON,0.06906695,0.540380415,0.219609578,0.0,0.448490641,0.028706996,3.96755,5.678716667,7.606016667
35201249003,3520005,Toronto,535.0,Toronto,35,ON,0.070986943,0.546196052,0.213844766,0.0,0.448703464,0.019337476,4.51035,5.187433333,1000.0
35201250001,3520005,Toronto,535.0,Toronto,35,ON,0.070661642,0.518624708,0.242524621,0.0,0.474713345,0.034611201,3.526616667,6.6838,7.456066667
35201251001,3520005,Toronto,535.0,Toronto,35,ON,0.07759961,0.465812797,0.261668248,0.0,0.461594956,0.037472934,1.928883333,7.35845,7.975183333
35201251002,3520005,Toronto,535.0,Toronto,35,ON,0.07559805,0.488135012,0.267391379,0.0,0.459918005,0.03192509,2.383466667,6.7269,7.343633333
35201251003,3520005,Toronto,535.0,Toronto,35,ON,0.079898416,0.525001854,0.255789734,0.0,0.487037849,0.029764659,3.185183333,6.342366667,7.114616667
35201251004,3520005,Toronto,535.0,Toronto,35,ON,0.081405728,0.52530283,0.261612669,0.0,0.494831896,0.026259687,3.9847,4.688216667,7.141883333
35201251005,3520005,Toronto,535.0,Toronto,35,ON,0.082959492,0.516212114,0.273560614,0.0,0.472402961,0.033240012,2.924366667,6.08155,6.8538
35201252001,3520005,Toronto,535.0,Toronto,35,ON,0.081493564,0.524950654,0.255277989,0.0,0.494405563,0.026379691,3.918583333,4.6221,7.075766667
35201252002,3520005,Toronto,535.0,Toronto,35,ON,0.078462207,0.527334471,0.217179561,0.0,0.452517812,0.020008408,3.944166667,4.755933333,7.913116667
35201252003,3520005,Toronto,535.0,Toronto,35,ON,0.085216019,0.517927571,0.241478973,0.0,0.426240944,0.026539038,4.004883333,4.203133333,7.162083333
35201253001,3520005,Toronto,535.0,Toronto,35,ON,0.077174094,0.566765231,0.215906186,0.0,0.4725189,0.020864158,3.1512,4.314883333,7.472066667
35201253002,3520005,Toronto,535.0,Toronto,35,ON,0.061578017,0.530159046,0.185137858,0.0,0.453109707,0.012936672,3.903816667,5.72455,1000.0
35201253003,3520005,Toronto,535.0,Toronto,35,ON,0.067596753,0.54334974,0.188007653,0.0,0.455557476,0.013294351,3.633583333,5.111033333,1000.0
35201253004,3520005,Toronto,535.0,Toronto,35,ON,0.064500262,0.562306991,0.186978889,0.0,0.443348464,0.013119316,3.700533333,4.697416667,1000.0
35201253005,3520005,Toronto,535.0,Toronto,35,ON,0.067963873,0.564076912,0.187006767,0.0,0.443394203,0.013123162,3.696283333,4.693166667,1000.0
35201254001,3520005,Toronto,535.0,Toronto,35,ON,0.069360456,0.540784268,0.199414122,0.0,0.395461175,0.008408284,5.545466667,6.140933333,8.541466667
35201254002,3520005,Toronto,535.0,Toronto,35,ON,0.063958536,0.539043642,0.198821539,0.0,0.43138158,0.012540581,4.3547,5.232466667,1000.0
35201254003,3520005,Toronto,535.0,Toronto,35,ON,0.073780797,0.567453729,0.205586124,0.0,0.418405543,0.013300215,3.50195,5.041916667,1000.0
35201254005,3520005,Toronto,535.0,Toronto,35,ON,0.082433501,0.536029731,0.187023264,0.0,0.342269676,0.007980025,6.182066667,6.303466667,8.198316667
35201254006,3520005,Toronto,535.0,Toronto,35,ON,0.083395082,0.554460863,0.221405861,0.0,0.406541636,0.013189443,3.6205,5.56295,8.454116667
35201254007,3520005,Toronto,535.0,Toronto,35,ON,0.084586153,0.576498726,0.211173485,0.0,0.466059182,0.020886534,2.52735,4.873433333,1000.0
35201255001,3520005,Toronto,535.0,Toronto,35,ON,0.062954406,0.530755741,0.200353041,0.0,0.425108093,0.008615801,5.19195,5.839466667,9.1593
35201255002,3520005,Toronto,535.0,Toronto,35,ON,0.064666783,0.527816629,0.196461261,0.0,0.421138807,0.008295373,5.7415,5.788433333,8.670433333
35201255003,3520005,Toronto,535.0,Toronto,35,ON,0.069946188,0.529537974,0.194984245,0.0,0.380729165,0.008095266,5.97415,6.095566667,8.38075
35201255004,3520005,Toronto,535.0,Toronto,35,ON,0.079112746,0.504585552,0.195826801,0.0,0.359477012,0.008190791,5.804066667,5.925466667,8.453883333
35201256001,3520005,Toronto,535.0,Toronto,35,ON,0.053797565,0.500426695,0.172403614,0.0,0.450855131,0.008383289,3.879366667,5.588633333,1000.0
35201256002,3520005,Toronto,535.0,Toronto,35,ON,0.059968445,0.485413306,0.204825528,0.0,0.457945212,0.008467027,4.327016667,5.444516667,9.958666667
35201256003,3520005,Toronto,535.0,Toronto,35,ON,0.054602202,0.492506964,0.178694421,0.0,0.446123277,0.008192627,4.22305,5.922216667,10.10778333
35201257001,3520005,Toronto,535.0,Toronto,35,ON,0.061978541,0.479543987,0.169451915,0.0,0.371286911,0.007738227,5.083916667,6.749616667,9.380833333
35201257002,3520005,Toronto,535.0,Toronto,35,ON,0.065169647,0.481888524,0.169556461,0.0,0.371991571,0.00777201,5.02075,6.68645,9.42965
35201257003,3520005,Toronto,535.0,Toronto,35,ON,0.059893906,0.490316281,0.178629998,0.0,0.445967407,0.008187261,4.215716667,5.931716667,10.11728333
35201259001,3520005,Toronto,535.0,Toronto,35,ON,0.044115532,0.486819405,0.164795717,0.0,0.443134755,0.014562672,2.42105,5.025616667,9.546116667
35201259002,3520005,Toronto,535.0,Toronto,35,ON,0.04357115,0.485363144,0.162715586,0.0,0.436126312,0.014198544,5.403266667,8.336583333,1000.0
35201259003,3520005,Toronto,535.0,Toronto,35,ON,0.047034231,0.494993241,0.147364998,0.0,0.418599582,0.013937214,3.059933333,5.722266667,1000.0
35201259004,3520005,Toronto,535.0,Toronto,35,ON,0.046686336,0.488603204,0.145840898,0.0,0.412477032,0.008076306,3.3995,6.129566667,1000.0
35201259005,3520005,Toronto,535.0,Toronto,35,ON,0.05311614,0.486419295,0.169684459,0.0,0.45278067,0.017979794,2.895633333,4.58605,1000.0
35201259006,3520005,Toronto,535.0,Toronto,35,ON,0.052854993,0.487651759,0.191868052,0.0,0.436111662,0.008798464,3.368466667,4.887766667,1000.0
35201263001,3520005,Toronto,535.0,Toronto,35,ON,0.031603013,0.425152337,0.073781255,0.0,0.363709831,0.007231979,1.977333333,1000.0,1000.0
35201263002,3520005,Toronto,535.0,Toronto,35,ON,0.030378665,0.426559106,0.075126218,0.0,0.363012381,0.013442205,2.03215,1000.0,1000.0
35201264002,3520005,Toronto,535.0,Toronto,35,ON,0.044941973,0.404190091,0.058198296,0.0,0.304881097,0.00545841,5.400133333,8.7354,10.13678333
35201264003,3520005,Toronto,535.0,Toronto,35,ON,0.043380482,0.400857125,0.058260681,0.0,0.317763954,0.005993565,4.226933333,9.392283333,10.79365
35201264004,3520005,Toronto,535.0,Toronto,35,ON,0.051942565,0.421585319,0.05984079,0.0,0.318214471,0.0,4.894983333,7.908433333,9.3098
35201264005,3520005,Toronto,535.0,Toronto,35,ON,0.054122751,0.35566945,0.060979461,0.0,0.249250241,0.0,5.43865,6.459866667,10.11566667
35201267001,3520005,Toronto,535.0,Toronto,35,ON,0.079698507,0.444866262,0.159340299,0.0,0.34400889,0.007468862,7.26335,8.888666667,9.3005
35201267002,3520005,Toronto,535.0,Toronto,35,ON,0.086153482,0.465712126,0.184408408,0.0,0.345663937,0.008355997,5.635916667,7.991366667,9.374883333
35201278001,3520005,Toronto,535.0,Toronto,35,ON,0.174663035,0.410365594,0.299271839,0.0,0.378497683,0.056831507,3.263266667,4.162083333,4.769983333
35201278002,3520005,Toronto,535.0,Toronto,35,ON,0.180003542,0.311452332,0.295477424,0.0,0.339437923,0.057109586,2.417216667,3.9929,5.082183333
35201278003,3520005,Toronto,535.0,Toronto,35,ON,0.183508235,0.317707551,0.295723243,0.0,0.365896459,0.052008962,2.919516667,4.133383333,4.621883333
35201279001,3520005,Toronto,535.0,Toronto,35,ON,0.179513906,0.38373839,0.299691759,0.0,0.373940496,0.05792182,3.23795,4.615016667,4.660783333
35201279002,3520005,Toronto,535.0,Toronto,35,ON,0.178649333,0.321357912,0.281355534,0.0,0.389611186,0.060974398,2.998866667,4.505583333,4.965716667
35201279003,3520005,Toronto,535.0,Toronto,35,ON,0.181207164,0.316115274,0.28016423,0.0,0.34787332,0.060905509,2.806633333,4.31335,5.15795
35201280001,3520005,Toronto,535.0,Toronto,35,ON,0.1796882,0.352925947,0.307383253,0.0,0.404916567,0.062990702,3.7059,4.039516667,4.831533333
35201280002,3520005,Toronto,535.0,Toronto,35,ON,0.182504688,0.327430975,0.292197753,0.0,0.405023488,0.062955818,3.717166667,4.050783333,4.8428
35201280003,3520005,Toronto,535.0,Toronto,35,ON,0.177172107,0.349588553,0.291404732,0.0,0.391926833,0.058431842,3.949383333,4.47455,4.893
35201280004,3520005,Toronto,535.0,Toronto,35,ON,0.18371871,0.315988008,0.287590512,0.0,0.342486445,0.063610016,2.931766667,4.0574,4.28705
35201280005,3520005,Toronto,535.0,Toronto,35,ON,0.179001268,0.315757569,0.287847056,0.0,0.344519348,0.061939508,3.217033333,4.538066667,4.828666667
35201281001,3520005,Toronto,535.0,Toronto,35,ON,0.178272831,0.317353615,0.311654533,0.0,0.374905773,0.063642634,3.3251,3.9031,5.02875
35201281002,3520005,Toronto,535.0,Toronto,35,ON,0.180594255,0.315913645,0.306648713,0.0,0.337403239,0.063236278,3.251133333,4.0621,4.376766667
35201281003,3520005,Toronto,535.0,Toronto,35,ON,0.183945593,0.31543851,0.298484382,0.0,0.349503202,0.066183049,2.94695,4.0726,4.407966667
35201282001,3520005,Toronto,535.0,Toronto,35,ON,0.17584422,0.406431419,0.313691499,0.0,0.451747689,0.05955346,4.195283333,4.5189,4.87925
35201282002,3520005,Toronto,535.0,Toronto,35,ON,0.182861401,0.316306473,0.308157316,0.0,0.375359952,0.062105218,3.452466667,4.160683333,5.24165
35201282003,3520005,Toronto,535.0,Toronto,35,ON,0.176681561,0.359738127,0.313751664,0.0,0.42768321,0.062452577,3.93135,4.254966667,4.7597
35201283002,3520005,Toronto,535.0,Toronto,35,ON,0.166034953,0.331915097,0.313613595,0.0,0.397569357,0.057983676,4.32075,4.459033333,5.3766
35201283003,3520005,Toronto,535.0,Toronto,35,ON,0.166784486,0.32840689,0.314301346,0.0,0.398892953,0.058176705,4.272566667,4.41085,5.328416667
35201284001,3520005,Toronto,535.0,Toronto,35,ON,0.163940873,0.42471522,0.304593652,0.0,0.449076606,0.055829252,4.346916667,4.72925,4.9644
35201284002,3520005,Toronto,535.0,Toronto,35,ON,0.169877659,0.361221602,0.303844227,0.0,0.4501128,0.055696813,4.12105,4.739233333,5.27025
35201285001,3520005,Toronto,535.0,Toronto,35,ON,0.127232802,0.45201274,0.278459721,0.0,0.420125774,0.055255065,3.109583333,3.718033333,5.834016667
35201285002,3520005,Toronto,535.0,Toronto,35,ON,0.142455417,0.424055208,0.273465727,0.0,0.45399632,0.056147368,3.308083333,3.735416667,4.8022
35201285004,3520005,Toronto,535.0,Toronto,35,ON,0.157787699,0.471868832,0.298473059,0.0,0.423231295,0.055114004,3.37855,4.411683333,5.1633
35201285006,3520005,Toronto,535.0,Toronto,35,ON,0.128056665,0.458252404,0.279991323,0.0,0.414292808,0.053599555,3.244466667,4.869183333,5.6208
35201286001,3520005,Toronto,535.0,Toronto,35,ON,0.133769929,0.322884619,0.27727823,0.0,0.414033747,0.062438981,2.71715,2.829766667,6.1168
35201287001,3520005,Toronto,535.0,Toronto,35,ON,0.131085963,0.275630884,0.273917286,0.0,0.417076849,0.068486724,2.113966667,2.17515,6.027666667
35201287002,3520005,Toronto,535.0,Toronto,35,ON,0.142595752,0.337299207,0.285993392,0.0,0.443412367,0.059278751,2.774016667,3.20135,4.8169
35201288002,3520005,Toronto,535.0,Toronto,35,ON,0.129065343,0.271894855,0.266378412,0.0,0.449827581,0.069177254,1.8598,1.920966667,5.7735
35201288003,3520005,Toronto,535.0,Toronto,35,ON,0.125297348,0.392274511,0.276026379,0.0,0.407314371,0.061668559,3.041866667,3.074133333,6.2066
35201289001,3520005,Toronto,535.0,Toronto,35,ON,0.143372591,0.290775751,0.270753471,0.0,0.457544601,0.075274267,1.897216667,2.713466667,5.015466667
35201290001,3520005,Toronto,535.0,Toronto,35,ON,0.1416818,0.289116437,0.271078341,0.0,0.45484607,0.075361791,2.034083333,2.536333333,5.15235
35201291001,3520005,Toronto,535.0,Toronto,35,ON,0.144289686,0.296292859,0.275038487,0.0,0.42045694,0.063950111,3.101466667,3.545166667,5.731516667
35201291002,3520005,Toronto,535.0,Toronto,35,ON,0.167390598,0.305080977,0.299420647,0.0,0.412217524,0.059114783,3.493666667,3.985666667,5.644166667
35201292001,3520005,Toronto,535.0,Toronto,35,ON,0.175210702,0.301628121,0.307935251,0.0,0.339929488,0.068277114,3.409083333,3.80205,5.406083333
35201292002,3520005,Toronto,535.0,Toronto,35,ON,0.181460146,0.306634579,0.305421643,0.0,0.335692834,0.070464384,3.067533333,3.14495,4.934133333
35201292003,3520005,Toronto,535.0,Toronto,35,ON,0.186417263,0.310815777,0.308487424,0.0,0.356535815,0.07054158,2.570366667,3.51215,4.5461
35201293001,3520005,Toronto,535.0,Toronto,35,ON,0.155727468,0.291737245,0.292933982,0.0,0.375436027,0.082951154,1.365166667,3.15435,4.134
35201293002,3520005,Toronto,535.0,Toronto,35,ON,0.169387947,0.283746427,0.309239351,0.0,0.331093,0.0745061,2.521066667,3.415133333,4.31025
35201293003,3520005,Toronto,535.0,Toronto,35,ON,0.190195405,0.304331758,0.312442286,0.0,0.339317948,0.071861947,1.823266667,3.67815,4.330916667
